num,name_pt,name_zh,cas,ec,notes
621,"Resíduos de extração, lenhite, se contiverem > 0,005 % (m/m) de benzo[a]pireno",褐煤萃取残渣（含苯并[a]芘>0.005% m/m）,91697-23-3,294-285-0,
622,"Ceras parafínicas (carvão), alcatrão de lenhite de temperatura elevada, se contiverem > 0,005 % (m/m) de benzo[a]pireno",高温褐煤焦油石蜡（含苯并[a]芘>0.005% m/m）,92045-71-1,295-454-1,
623,"Ceras parafínicas (carvão), alcatrão de lenhite de temperatura elevada, tratadas com hidrogênio, se contiverem > 0,005 % (m/m) de benzo[a]pireno",加氢高温褐煤焦油石蜡（含苯并[a]芘>0.005% m/m）,92045-72-2,295-455-7,
624,"Desperdícios sólidos, do coking de breu de alcatrão de carvão, se contiverem > 0,005 % (m/m) de benzo[a]pireno",煤焦油沥青焦化固体废物（含苯并[a]芘>0.005% m/m）,92062-34-5,295-549-8,
625,"Breu, alcatrão de carvão, de temperatura elevada, secundário, se contiver > 0,005 % (m/m) de benzo[a]pireno",二次高温煤焦油沥青（含苯并[a]芘>0.005% m/m）,94114-13-3,302-650-3,
626,"Resíduos (carvão), da extração com solvente líquido, se contiverem > 0,005 % (m/m) de benzo[a]pireno",煤溶剂萃取残渣（含苯并[a]芘>0.005% m/m）,94114-46-2,302-681-2,
627,"Líquidos do carvão, solução de extração com solvente líquido, se contiverem > 0,005 % (m/m) de benzo[a]pireno",煤萃取液（含苯并[a]芘>0.005% m/m）,94114-47-3,302-682-8,
628,"Líquidos do carvão, da extração com solvente líquido, se contiverem > 0,005 % (m/m) de benzo[a]pireno",煤溶剂萃取液（含苯并[a]芘>0.005% m/m）,94114-48-4,302-683-3,
629,"Ceras parafínicas (carvão), de alcatrão de lenhite de temperatura elevada, tratadas com carvão ativado, se contiverem >0,005 % (m/m) de benzo[a]pireno",活性炭处理高温褐煤焦油石蜡（含苯并[a]芘>0.005% m/m）,97926-76-6,308-296-6,
630,"Ceras parafínicas (carvão), alcatrão de lenhite de temperatura elevada, tratadas com argila, se contiverem > 0,005 % (m/m) de benzo[a]pireno",粘土处理高温褐煤焦油石蜡（含苯并[a]芘>0.005% m/m）,97926-77-7,308-297-1,
631,"Ceras parafínicas (carvão), alcatrão de lenhite de temperatura elevada,tratadas com ácido silícico, se contiverem > 0,005 % (m/m) de benzo[a]pireno",硅酸处理高温褐煤焦油石蜡（含苯并[a]芘>0.005% m/m）,97926-78-8,-,
632,"Óleos de absorção, fração de hidrocarbonetos aromáticos bicíclicos e heterocíclicos, se contiverem > 0,005 % (m/m) de benzo[a]pireno",吸收油（双环及杂环芳烃馏分，含苯并[a]芘>0.005% m/m）,101316-45-4,309-851-5,
633,"Hidrocarbonetos aromáticos, C20-28, policíclicos, de pirólise de misturas breu de alcatrão de carvão-polietileno-polipropileno, se contiverem > 0,005 % (m/m) de benzo[a]pireno",煤焦油沥青-聚乙烯-聚丙烯混合裂解C20-28多环芳烃（含苯并[a]芘>0.005% m/m）,101794-74-5,309-956-6,
634,"Hidrocarbonetos aromáticos C20-28, policíclicos, de pirólise de misturas breu de alcatrão de carvão-polietileno, se contiverem > 0,005 % (m/m) de benzo[a]pireno",煤焦油沥青-聚乙烯混合裂解C20-28多环芳烃（含苯并[a]芘>0.005% m/m）,101794-75-6,309-957-1,
635,"Hidrocarbonetos aromáticos C20-28, policíclicos, da pirólise de misturas breu de alcatrão de carvão-poliestireno, se contiverem > 0,005 % (m/m) de benzo[a]pireno",煤焦油沥青-聚苯乙烯混合裂解C20-28多环芳烃（含苯并[a]芘>0.005% m/m）,101794-76-7,309-958-7,
636,"Breu, alcatrão de carvão, temperatura elevada, tratado pelo calor, se contiver > 0,005 % (m/m) de benzo[a]pireno",热处理高温煤焦油沥青（含苯并[a]芘>0.005% m/m）,121575-60-8,310-162-7,
637,"Dibenze[a,h]antraceno",二苯并[a,h]蒽,53-70-3,200-181-8,
638,Benzo[a]antraceno,苯并[a]蒽,56-55-3,200-280-6,
639,Benzo[e]pireno,苯并[e]芘,192-97-2,205-892-7,
640,Benzo[j]fluoranteno,苯并[j]荧蒽,205-82-3,205-910-3,
641,Benzo (e)acefenantrileno,苯并(e)醋菲烯,205-99-2,205-911-9,
642,Benzo(k)fluoranteno,苯并(k)荧蒽,207-08-9,205-916-6,
643,Criseno,䓛,218-01-9,204-923-4,
644,2-Bromopropano,2-溴丙烷,75-26-3,200-855-1,
645,Tricloroetileno,三氯乙烯,79-01-6,201-167-4,
646,"1,2-Dibromo-3-cloropropano",1,2-二溴-3-氯丙烷,96-12-8,202-479-3,
647,"2,3-Dibromopropano-1-ol",2,3-二溴-1-丙醇,96-13-9,202-480-9,
648,"1,3-Dicloropropano-2-ol",1,3-二氯-2-丙醇,96-23-1,202-491-9,
649,"α,α,α-Triclorotolueno",α,α,α-三氯甲苯,98-07-7,202-634-5,
650,α-Clorotolueno,α-氯甲苯,100-44-7,202-853-6,
651,"1,2-Dibromoetano",1,2-二溴乙烷,106-93-4,203-444-5,
652,Hexaclorobenzeno,六氯苯,118-74-1,204-273-9,
653,Bromoetileno,溴乙烯,593-60-2,209-800-6,
654,"1,4-Diclorobut-2-eno",1,4-二氯-2-丁烯,764-41-0,212-121-8,
655,Metiloxirano,甲基环氧乙烷（环氧丙烷）,75-56-9,200-879-2,
656,(Epoxietil)benzeno,苯基环氧乙烷（环氧乙基苯）,96-09-3,202-476-7,
657,"1-Cloro-2,3-epoxipropano",1-氯-2,3-环氧丙烷,106-89-8,203-439-8,
658,"(R)-1-cloro-2,3-epoxipropano",(R)-1-氯-2,3-环氧丙烷,51594-55-9,424-280-2,
659,"1,2-Epoxi-3-fenoxipropano",1,2-环氧-3-苯氧基丙烷,122-60-1,204-557-2,
660,"2,3-Epoxipropano-1-ol",2,3-环氧-1-丙醇,556-52-5,209-128-3,
661,"R-2,3-epoxi-1-propanol",R-2,3-环氧-1-丙醇,57044-25-4,404-660-4,
662,"2,2'-Bioxirano",2,2'-双环氧乙烷,1464-53-5,215-979-1,
663,"(2RS,3RS)-3-(2-clorofenil)-2-(4-fluorofenil)-[(1H- 1,2,4-triazol-1-il)metil]oxirano; epoxiconazol","(2RS,3RS)-3-(2-氯苯基)-2-(4-氟苯基)-[(1H-1,2,4-三唑-1-基)甲基]环氧乙烷；环氧康唑",133855-98-8,406-850-2,
664,Éter clorometilmetilico,氯甲基甲基醚,107-30-2,203-480-1,
665,2-Metoxietanol e seu acetato,2-甲氧基乙醇及其乙酸酯,109-86-4/110-49-6,203-713-7/203-772-9,
666,2-Etoxietanol e seu acetato,2-乙氧基乙醇及其乙酸酯,110-80-5/111-15-9,203-804-1/203-839-2,
667,"Oxibis[clorometano], éter bis(clorometílico)",双(氯甲基)醚,542-88-1,208-832-8,
668,2-Metoxipropanol,2-甲氧基丙醇,1589-47-5,216-455-5,
669,Propiolactona,丙内酯,57-57-8,200-340-1,
670,Cloreto de dimetilcarbamoíla,二甲氨基甲酰氯,79-44-7,201-208-6,
671,Uretano,乌拉坦（氨基甲酸乙酯）,51-79-6,200-123-1,
672,Acetato de 2-metoxietila,2-甲氧基乙基乙酸酯,110-49-6,203-772-9,
673,Acetato de 2-etoxietila,2-乙氧基乙基乙酸酯,111-15-9,203-839-2,
674,Ácido metoxiacético,甲氧基乙酸,625-45-6,210-894-6,
675,Ftalato de dibutila, exceto em produtos para as unhas de uso adulto em concentração até 15%. Proibido em produtos infantis.,邻苯二甲酸二丁酯（成人指甲产品浓度≤15%除外，禁止用于儿童产品）,84-74-2,201-557-4,
676,Éter bis(2-metoxietílico),双(2-甲氧基乙基)醚,111-96-6,203-924-4,
677,Ftalato de bis(2-etilhexila),邻苯二甲酸二(2-乙基己基)酯,117-81-7,204-211-0,
678,Ftalato de bis(2-metoxietila),邻苯二甲酸二(2-甲氧基乙基)酯,117-82-8,204-212-6,
679,Acetato de 2-metoxipropila,2-甲氧基丙基乙酸酯,70657-70-4,274-724-2,
680,2-etilhexila [[[3,5-bis(1,1-dimetiletil)-4- hidroxifenil] - metil] tio] acetato,2-乙基己基[[[3,5-双(1,1-二甲基乙基)-4-羟基苯基]甲基]硫代]乙酸酯,80387-97-9,279-452-8,
681,Acrilamida, salvo outras disposições contida no presente regulamento,丙烯酰胺（本法规另有规定除外）,79-06-1,201-173-7,
682,Acrilonitrila,丙烯腈,107-13-1,203-466-5,
683,2-nitropropano,2-硝基丙烷,79-46-9,201-209-1,
684,Dinosebe, seus sais e esteres,地乐酚及其盐、酯,88-85-7,201-861-7,
685,2-nitroanisol,2-硝基苯甲醚,91-23-6,202-052-1,
686,4-nitrobifenila,4-硝基联苯,92-93-3,202-204-7,
688,Binapacrilo,乐杀螨,485-31-4,207-612-9,
689,2-nitronaftaleno,2-硝基萘,581-89-5,209-474-5,
690,2,3-dinitrotolueno,2,3-二硝基甲苯,602-01-7,210-013-5,
691,5-nitroacenafteno,5-硝基苊,602-87-9,210-025-0,
692,2,6-dinitrotolueno,2,6-二硝基甲苯,606-20-2,210-106-0,
693,3,4-dinitrotolueno,3,4-二硝基甲苯,610-39-9,210-222-1,
694,3,5-dinitrotolueno,3,5-二硝基甲苯,618-85-9,210-566-2,
695,2,5-dinitrotolueno,2,5-二硝基甲苯,619-15-8,210-581-4,
696,Dinoterbe, seus sais e ésteres,地乐特及其盐、酯,1420-07-1,215-813-8,
697,Nitrofeno,除草醚,1836-75-5,217-406-0,
698,Dinitrotolueno,二硝基甲苯,25321-14-6,246-836-1,
699,Diazometano,重氮甲烷,334-88-3,206-382-7,
700,1,4,5,8-tetraaminoantraquinona, (Azul Disperso 1), com exceção para uso em tinturas capilares em concentrações até 1%,1,4,5,8-四氨基蒽醌（分散蓝1，染发剂中浓度≤1%除外）,2475-45-8,219-603-7,
701,Dimetilnitrosoamina,N-亚硝基二甲胺,62-75-9,200-549-8,
702,1-metil-3-nitro-1-nitrosoguanidina,N-甲基-N'-硝基-N-亚硝基胍,70-25-7,200-730-1,
703,Nitrosodipropilamina,N-亚硝基二丙胺,621-64-7,210-698-0,
704,2,2'-(nitrosoimino)bisetanol,N,N'-亚硝基二乙醇胺,1116-54-7,214-237-4,
705,4,4'-Metilenodianilina,4,4'-亚甲基二苯胺,101-77-9,202-974-4,
706,Cloridrato de 4,4'-(4-iminociclohexa-2,5- dienilidenometileno)dianilina,4,4'-(4-亚氨基环己-2,5-二烯亚甲基)二苯胺盐酸盐,569-61-9 / 479-73-2,209-321-2,
707,4,4'-metilenodi-o-toluidina,4,4'-亚甲基二邻甲苯胺,838-88-0,212-658-8,
708,o-Anisidina,邻茴香胺,90-04-0,201-963-1,
709,3,3'-dimetoxibenzidina,3,3'-二甲氧基联苯胺,119-90-4,204-355-4,
710,Sais de o-dianisidina,邻联茴香胺盐,-,-,
711,Corantes azóicos derivados de o-dianisidina,邻联茴香胺偶氮染料,-,611-029-00-9,
712,3,3'-diclorobenzidina,3,3'-二氯联苯胺,91-94-1,202-109-0,
713,Dicloridrato de benzidina,联苯胺二盐酸盐,531-85-1,208-519-6,
714,Sulfato de [[1,1'-bifenil]-4,4'-diil]diamônio,[[1,1'-联苯]-4,4'-二基]二铵硫酸盐,531-86-2,208-520-1,
715,Dicloridrato de 3.3'-diclorobenzidina,3,3'-二氯联苯胺二盐酸盐,612-83-9,210-323-0,
716,Sulfato de benzidina,联苯胺硫酸盐,21136-70-9,244-236-4,
717,Acetato de benzidina,联苯胺乙酸盐,36341-27-2,252-984-8,
718,Diidrogenobis(sulfato) de 3,3'-diclorobenzidina,3,3'-二氯联苯胺二硫酸氢盐,64969-34-2,265-293-1,
719,Sulfato-de-3,3'-diclorobenzidina,3,3'-二氯联苯胺硫酸盐,74332-73-3,277-822-3,
720,Corantes azóicos derivados da benzidina,联苯胺偶氮染料,-,611-024-00-1,
721,4,4'-bi-o-toluidina,4,4'-二邻甲苯胺,119-93-7,204-358-0,
722,Dicloridrato de 4,4-bi-o-toluidina,4,4'-二邻甲苯胺二盐酸盐,612-82-8,210-322-5,
723,Bis(hidrogenossulfato) de [3,3'-dimetil[1,1'- bifenil]-4,4'-diil]diamônio,[3,3'-二甲基[1,1'-联苯]-4,4'-二基]二硫酸氢铵,64969-36-4,265-294-7,
724,Sulfato-de-4,4'-bi-o-toluidina,4,4'-二邻甲苯胺硫酸盐,74753-18-7,277-985-0,
725,Corantes da o-toluidina,邻甲苯胺染料,-,611-030-00-4,
726,Bifenil-4-ilamina e seus sais,联苯-4-胺及其盐,92-67-1,202-177-1,
727,Azobenzeno,偶氮苯,103-33-3,203-102-5,
728,Acetato de metil-ONN-azoximetila,甲基-ONN-氧化偶氮甲酯,592-62-1,209-765-7,
729,Cicloheximida,放线菌酮,66-81-9,200-636-0,
730,2-Metilaziridina,2-甲基氮丙啶,75-55-8,200-878-7,
731,Imidazolidina-2-tiona,2-咪唑烷硫酮,96-45-7,202-506-9,
732,Furano,呋喃,110-00-9,203-727-3,
733,Aziridina,氮丙啶,151-56-4,205-793-9,
734,Captafol,敌菌丹,2425-06-1,219-363-3,
735,Carbadox,卡巴氧,6804-07-5,229-879-0,
736,Flumioxazina,丙炔氟草胺,103361-09-7,-,
737,Tridemorfe,十三吗啉,24602-86-6,246-347-3,
738,Vinclozolina,乙烯菌核利,50471-44-8,-,
739,Fluazifope-butila,吡氟禾草灵丁酯,69806-50-4,274-125-6,
740,Flusilazol,氟硅唑,85509-19-9,014-017-00-6,
741,1,3,5-Tris(oxiranilmetil)-1,3,5-triazina- 2,4,6(1H,3H,5H)-trona,1,3,5-三(环氧乙烷基甲基)-1,3,5-三嗪-2,4,6(1H,3H,5H)-三酮,2451-62-9,219-514-3,
742,Tioacetamida,硫代乙酰胺,62-55-5,200-541-4,
743,N,N-dimetilformamida,N,N-二甲基甲酰胺,68-12-2,200-679-5,
744,Formamida,甲酰胺,75-12-7,200-842-0,
745,N-metilacetamida,N-甲基乙酰胺,79-16-3,201-182-6,
746,N-metilformamida,N-甲基甲酰胺,123-39-7,204-624-6,
747,N,N-dimetilacetamida,N,N-二甲基乙酰胺,127-19-5,204-826-4,
748,Hexametiltriamida fosfórica,六甲基磷酰三胺,680-31-9,211-653-8,
749,Sulfato de dietila,硫酸二乙酯,64-67-5,200-589-6,
750,Sulfato de dimetila,硫酸二甲酯,77-78-1,201-058-1,
751,1,3-Propanossultona,1,3-丙烷磺内酯,1120-71-4,214-317-9,
752,Cloreto de dimetilssulfamoíla,二甲基硫酰胺氯,13360-57-1,236-412-4,
753,Sulfalato,砜拌磷,95-06-7,202-388-9,
754,Mistura de 4-[[bis-(4- fluorofenil)metilsilil]metil]-4H-1,2,4-triazole e 1- [[bis-(4-fluorofenil)metilsilil]metil]-1H-1,2,4-triazol,4-[[双(4-氟苯基)甲基硅基]甲基]-4H-1,2,4-三唑与1-[[双(4-氟苯基)甲基硅基]甲基]-1H-1,2,4-三唑混合物,-,403-250-2,
755,(+/-) (R)-2-[4-(6-cloroquinoxalina-2- iloxi)feniloxi]propionato de tetrahidrofurfurila,(+/-) (R)-2-[4-(6-氯喹喔啉-2-基氧基)苯氧基]丙酸四氢糠酯,119738-06-6,607-373-00-4,
756,6-Hidroxi-1-(3-isopropoxipropil)-4-metil-2-oxo-5- [4-(fenilazo)fenilazo]-1,2-dihidro-3- piridinacarbonitrila,6-羟基-1-(3-异丙氧基丙基)-4-甲基-2-氧代-5-[4-(苯基偶氮)苯基偶氮]-1,2-二氢-3-吡啶甲腈,85136-74-9,400-340-3,
757,Formiato de (6-(4-hidroxi-3-(2-metoxifenilazo)-2- sulfonato-7-naftilamino)-1,3,5-triazina-2,4- diil)bis[(amino-1-metiletil)amônio],(6-(4-羟基-3-(2-甲氧基苯基偶氮)-2-磺酸基-7-萘氨基)-1,3,5-三嗪-2,4-二基)双[(氨基-1-甲基乙基)铵]甲酸盐,108225-03-2,402-060-7,
758,(6-benzoilamino-3-sulfonato-2-naftilazo)-bifenil- 1,3',3'',1'''-tetraolato-o,o',o'',o''']cobre(II) de trissódio,三钠(6-苯甲酰氨基-3-磺酸基-2-萘基偶氮)-联苯-1,3',3'',1'''-四醇铜(II),-,413-590-3,
759,Mistura de N-[3-hidroxi-2-(2- metilacriloilaminometoxi)propoximetil]-2- metilacrilamida e N-[2,3-bis-(2- metilacriloilaminometoxi)propoximetil]-2- metilacrilamida e metacrilamida e 2-metil-N-(2- metilacriloilaminometoximetil) -acrilamida e N- (2,3-dihidroxipropoximetil)-2-metilacrilamida,N-[3-羟基-2-(2-甲基丙烯酰氨基甲氧基)丙氧基甲基]-2-甲基丙烯酰胺等混合物,-,412-790-8,
760,1,3,5-tris-[(2S e 2R)-2,3-epoxipropil]-1,3,5- triazina-2,4,6-(1H,3H,5H)-trona,1,3,5-三[(2S和2R)-2,3-环氧丙基]-1,3,5-三嗪-2,4,6(1H,3H,5H)-三酮,59653-74-6,423-400-0,
761,Erionita,毛沸石,12510-42-8,650-012-00-0,
762,Amianto,石棉,12001-28-4,650-013-00-6,
763,Petróleo,石油,8002-05-9,232-298-5,
764,Destilados (petróleo), pesados do hidrocraking, se contiverem > 3% (m/m) de extrato DMSO,加氢裂化重质石油馏分（含DMSO提取物>3% m/m）,64741-76-0,265-077-7,
765,Destilados (petróleo), parafinicos pesados refinados com solvente, se contiverem > 3% (m/m) de extrato DMSO,溶剂精制重质石蜡基石油馏分（含DMSO提取物>3% m/m）,64741-88-4,265-090-8,
766,Destilados (petróleo), parafinicos leves refinados com solvente, se contiverem > 3% (m/m) de extrato DMSO,溶剂精制轻质石蜡基石油馏分（含DMSO提取物>3% m/m）,64741-89-5,265-091-3,
767,Óleos  residuais (petróleo), desasfaltados com solvente, se contiverem > 3% (m/m) de extrato DMSO,溶剂脱沥青石油残油（含DMSO提取物>3% m/m）,64741-95-3,265-096-0,
768,Destilados (petróleo), naftenicos pesados refinados com solvente, se contiverem > 3% (m/m) de extrato DMSO,溶剂精制重质环烷基石油馏分（含DMSO提取物>3% m/m）,64741-96-4,265-097-6,
769,Destilados (petróleo), naftênicos leves refinados com solvente, se contiverem > 3% (m/m) de extrato DMSO,溶剂精制轻质环烷基石油馏分（含DMSO提取物>3% m/m）,64741-97-5,265-098-1,
770,Óleos residuais (petróleo), refinados com solvente, se contiverem > 3% (m/m) de extrato DMSO,溶剂精制石油残油（含DMSO提取物>3% m/m）,64742-01-4,265-101-6,
771,Destilados (petróleo), parafinicos pesados tratados com argila, se contiverem > 3% (m/m) de extrato DMSO,粘土处理重质石蜡基石油馏分（含DMSO提取物>3% m/m）,64742-36-5,265-137-2,
772,Destilados (petróleo), parafinicos leves tratados com argila, se contiverem > 3% (m/m) de extrato DMSO,粘土处理轻质石蜡基石油馏分（含DMSO提取物>3% m/m）,64742-37-6,265-138-8,
773,Óleos residuais (petróleo), tratados com argila, se contiverem > 3 % (m/m) de extrato DMSO,粘土处理石油残油（含DMSO提取物>3% m/m）,64742-41-2,265-143-5,
774,Destilados (petróleo), naftênicos pesados tratados com argila, se contiverem > 3 % (m/m) de extrato DMSO,粘土处理重质环烷基石油馏分（含DMSO提取物>3% m/m）,64742-44-5,265-146-1,
775,Destilados (petróleo), naftênicos leves tratados com argila, se contiverem > 3 % (m/m) de extrato DMSO,粘土处理轻质环烷基石油馏分（含DMSO提取物>3% m/m）,64742-45-6,265-147-7,
776,Destilados (petróleo), naftênicos pesados tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,加氢处理重质环烷基石油馏分（含DMSO提取物>3% m/m）,64742-52-5,265-155-0,
777,Destilados (petróleo), naftênicos leves tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,加氢处理轻质环烷基石油馏分（含DMSO提取物>3% m/m）,64742-53-6,265-156-6,
778,Destilados (petróleo), parafínicos pesados tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,加氢处理重质石蜡基石油馏分（含DMSO提取物>3% m/m）,64742-54-7,265-157-1,
779,Destilados (petróleo), parafínicos leves tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,加氢处理轻质石蜡基石油馏分（含DMSO提取物>3% m/m）,64742-55-8,265-158-7,
780,Destilados (petróleo), parafínicos leves desparafinados com solvente, se contiverem > 3,溶剂脱蜡轻质石蜡基石油馏分（含DMSO提取物>3% m/m）,64742-56-9,265-159-2,
781,Óleos residuais (petróleo), tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,加氢处理石油残油（含DMSO提取物>3% m/m）,64742-57-0,265-160-8,
